# stale-fixes.tsv — the STALE rows of path-rewrite-map.md as ruled by chat D201-A (2026-09-11) plus the three
# hand-ruled Java links of F63. Applied to the zk COPIES only, by tools/apply-path-map.js --fixes; the template
# originals are never edited by P3 (F15). Format: source<TAB>replacement. Longest source wins; one pass.
#
# 4 skill-relative script mentions (SKILL.md, css-audit.md, important-reduction.md, check-default-display.js)
scripts/audit-css.sh	.claude/skills/marble-theme/scripts/audit-css.sh
scripts/check-default-display.js	.claude/skills/marble-theme/scripts/check-default-display.js
scripts/count-important.js	.claude/skills/marble-theme/scripts/count-important.js
scripts/probe.js	.claude/skills/marble-theme/scripts/probe.js
# the agents' report directory deleted in P0; re-pointed for 3.10–3.14 (the README is created by 3.18)
tasks/gen-reports/	doc/harness/gen-reports/
# gone files — the referencing sentence keeps the name but marks it retired
doc/forced-colors-review.html	doc/forced-colors-review.html (a template-side build output; not built in zk)
doc/mira-reports/framework-gaps.md	doc/mira-reports/framework-gaps.md (retired)
doc/spec-author-pipeline-plan.md	doc/spec-author-pipeline-plan.md (retired with the template)
# stale prefixes: tokens live under web/zul/css/tokens/, not web/css/tokens/; the marble/ segment is gone
src/main/resources/web/css/tokens/	zul/src/main/resources/web/zul/css/tokens/
src/main/resources/web/css/	zul/src/main/resources/web/zul/css/
src/main/resources/web/marble/	zul/src/main/resources/web/
# F63 — Java sources linked from doc/spec with ../ forms (package org.zkoss.theme.marble → org.zkoss.zul.theme, D26;
# MarbleThemeProvider has no zk counterpart, D29 put the reset insertion in StandardThemeProvider)
../../src/main/java/org/zkoss/theme/marble/MarbleBrand.java	../../zul/src/main/java/org/zkoss/zul/theme/MarbleBrand.java
../src/main/java/org/zkoss/theme/marble/MarbleDensity.java	../../zul/src/main/java/org/zkoss/zul/theme/MarbleDensity.java
../src/main/java/org/zkoss/theme/marble/MarbleThemeProvider.java	../../zul/src/main/java/org/zkoss/zul/theme/StandardThemeProvider.java
# protective identity rule (not in the map): the full skill path of the fourth script
.claude/skills/marble-theme/scripts/check-default-display.js	.claude/skills/marble-theme/scripts/check-default-display.js
# F12 destination FAMILIES for EE trees (the map holds specific rows only; contracts and spec cite 15 more zkmax/zkex
# strings, F65). Longest source wins, so these beat the generic `src/main/resources/web/js/` row.
src/main/resources/web/js/zkmax/	../zkcml/zkmax/src/main/resources/web/js/zkmax/
src/main/resources/web/js/zkex/	../zkcml/zkex/src/main/resources/web/js/zkex/
src/main/resources/web/zkmax/	../zkcml/zkmax/src/main/resources/web/zkmax/
# relative-link forms from doc/spec (two levels up = repo root); same families, `../../` kept
../../src/main/resources/web/	../../zul/src/main/resources/web/
../../src/test/resources/web/	../../zkpreview/src/main/webapp/web/
../../src/test/playwright/	../../zkpreview/src/test/playwright/
# audit-css.sh builds its root from $PROJECT_ROOT
$PROJECT_ROOT/src/main/resources/web	$PROJECT_ROOT/zul/src/main/resources/web
# one-level `../` forms from doc/spec resolve to doc/…, i.e. they were already dead in the template; the intent is the
# repo root, so they get the correct two-level form in zk
../src/main/resources/web/	../../zul/src/main/resources/web/
../src/test/playwright/	../../zkpreview/src/test/playwright/
# dead links found by the 3.6 link walk on a scratch copy (2026-09-11): two never-existing targets become plain text, one
# one-level `../scripts/` link gets the two-level form (repo root)
[marble-compact.css](./marble-compact.css)	`marble-compact.css` (a retired example file)
**[../native-severity-naming-proposal.md](../native-severity-naming-proposal.md)**	`native-severity-naming-proposal.md` (retired with the template)
../scripts/build-css.js	../../scripts/build-css.js
doc/component-dom-structures.md	doc/component-dom-structures.md (retired with the template)
doc/contracts/biglistbox.html	doc/contracts/biglistbox.md
target/.../	zul/codegen/resources/web/
src/test/playwright/	zkpreview/src/test/playwright/
$PROJECT_ROOT/src/test/resources/web	$PROJECT_ROOT/zkpreview/src/main/webapp/web
